705,1110,584,1071,0.7862618567378097
402,944,284,907,0.9650273308010262
339,858,223,822,0.9346631078001246
490,860,370,824,0.9797428024150243
498,703,378,668,0.9381193861686968
749,1015,627,977,0.9277850930696344
569,618,448,583,0.37295002090461776
505,1071,387,1032,0.9264730429578576
354,928,237,891,0.9474164958732452
602,876,481,840,0.9544934079231431
666,980,545,943,0.8437862567442914
365,565,247,527,0.6558240754090665
327,1079,211,1040,0.9424654835554163
373,972,256,935,0.8621756018596022
453,194,329,150,0.35237758552455833
443,495,317,452,0.2762185005612912
247,812,131,777,0.98103517588231
595,1112,476,1072,0.8184317362209055
484,662,361,627,0.5193237924688379
391,536,274,499,0.5465673554761238
323,891,207,855,0.9428659087534904
624,767,502,732,0.9202200768527591
195,1024,75,987,0.6014943448564041
384,1121,268,1081,0.9106206100737949
138,1146,14,1111,0.8481561089705868
291,929,175,892,0.8879361988350715
322,275,200,235,0.4524386677916299
295,903,179,867,0.9298781991905675
337,1067,221,1028,0.9558915487166718
678,938,556,901,0.9556833044458456
313,48,191,7,0.8861291074063291
134,990,18,953,0.8003964738566098
603,894,483,857,0.9298086872410973
309,907,192,871,0.9501199467044206
667,546,550,504,0.42801064445029124
275,223,154,181,0.5363937182465396
240,1085,124,1047,0.6845112280155354
525,574,407,538,0.6108029805299519
155,1132,33,1093,0.6254689201464002
466,571,350,526,0.5520037531874625
479,975,361,938,0.9113642083192542
402,141,286,103,0.5028634481486496
416,1017,299,979,0.9870432490569979
163,959,37,924,0.4828466467992811
692,770,570,735,0.9828545450074906
440,217,322,173,0.492030860949399
474,903,355,867,0.899707534870866
357,939,240,902,0.8736469126662412
345,937,228,900,0.9829289733249412
154,630,34,585,0.42552204032286595
259,1075,143,1036,0.7949244103966507
403,430,282,387,0.386919613979049
295,950,179,913,0.9577751558861404
328,942,211,905,0.9818169612678813
405,963,287,926,0.9762446199111529
446,814,328,779,0.8801700595525636
662,1057,541,1018,0.933005352555844
580,1137,460,1097,0.9776639271484017
446,799,328,764,0.9616931376820252
582,775,461,740,0.9744913528763595
747,1028,624,990,0.9452188297547879
482,1138,364,1098,0.9406954648344867
552,964,432,927,0.9531333743369456
196,94,71,49,0.5282417863610627
666,1045,545,1006,0.8452065324927651
321,533,205,498,0.5491608697469532
424,831,306,796,0.9665409059019796
580,388,460,343,0.612646905307979
292,1076,176,1037,0.5665570360708084
546,510,425,468,0.589920342507163
127,220,11,175,0.38475878962553245
546,452,429,417,0.5904858762081998
342,683,222,638,0.5293900488382332
414,259,292,222,0.40847439999599233
502,883,383,847,0.948127154068785
345,176,225,131,0.5116134465615843
679,1076,557,1037,0.963394883554407
425,780,306,745,0.9800682418936921
250,738,134,703,0.8073121940236132
674,610,553,575,0.6771368355638328
169,610,43,565,0.36088897274012716
282,248,165,204,0.22216358345026382
267,575,150,539,0.7393769298304507
311,922,194,886,0.9460556106655753
403,930,285,893,0.9740245003341066
585,917,465,880,0.9170127397687088
294,604,173,568,0.4907002043535222
320,1091,204,1052,0.9571118855359426
591,393,469,348,0.5351657040463115
489,523,363,487,0.4329179867568191
522,1156,403,1116,0.9816331391419576
451,455,326,418,0.6490145213042858
545,484,423,446,0.6930275783978818
364,930,247,893,0.9474386248233191
595,783,474,748,0.9760103315459857
421,920,303,883,0.9506818327537979
439,177,314,142,0.3622245139989509
262,589,146,553,0.7866404178629995
321,1017,204,979,0.8869172381014692
224,700,108,665,0.7064962008479464
573,377,450,342,0.5614378607518992
228,676,110,641,0.4228646806140673
117,1114,1,1076,0.4429297383975939
521,601,397,560,0.6805461292308086
383,943,265,906,0.9870472943300503
250,1022,134,984,0.7626282107445277
703,1078,581,1039,0.936530701465377
544,773,423,738,0.9750759353915884
199,426,77,384,0.4295833397102048
170,678,44,643,0.6435914439186112
229,786,113,751,0.965273439403868
670,632,548,597,0.7008473400640193
298,490,182,455,0.5366546319832394
531,588,415,546,0.4211580514098911
345,457,229,422,0.6918888328302275
560,379,444,340,0.6059365021091281
389,1018,272,980,0.9174771154975435
499,845,380,809,0.9038523827998395
553,887,432,851,0.9300440960526424
240,748,124,713,0.8846862909829731
450,434,334,397,0.3951010698423379
393,952,275,915,0.9373138300602631
416,481,299,446,0.650583678399956
399,181,277,145,0.6387493280876256
647,806,526,771,0.9210804925252338
318,477,200,442,0.4600795488190449
505,261,380,220,0.6575265578442465
438,1048,320,1009,0.9075974100682619
184,670,58,635,0.6908805296557124
735,625,612,590,0.7806406566462979
286,881,170,845,0.9861599576803232
653,939,532,902,0.962420593429387
757,989,635,951,0.8810860972245323
394,1042,277,1004,0.6601494270923413
605,848,484,812,0.953741936976566
286,508,170,470,0.5940845457847973
252,870,136,835,0.8821727484354172
696,599,572,559,0.4536327898900126
223,1160,97,1121,0.6588048499059362
755,577,633,536,0.8775019591683657
596,905,475,868,0.9136796154858366
338,840,221,805,0.9202289338585853
297,1091,181,1052,0.8872125153371965
379,210,261,170,0.5847412300847792
671,991,550,953,0.9194651401241986
725,597,603,562,0.460120677111012
622,1077,501,1038,0.9795244236894638
298,984,182,946,0.9727637999140428
420,532,294,487,0.4873684297634587
311,954,194,917,0.9714950927053982
711,978,589,940,0.912630151927498
356,975,232,938,0.9746840005377456
489,583,368,541,0.6387532804289533
740,1058,618,1019,0.9277545841266588
474,857,354,821,0.967770973252749
408,807,289,772,0.9682337290788728
457,852,339,816,0.831748446727756
657,1033,535,995,0.9124139495433461
728,794,606,759,0.9295399924291488
219,637,103,602,0.45193160688753264
131,1109,10,1071,0.723063214123741
411,832,293,797,0.9180294200677747
219,653,102,613,0.5816322730986929
625,1135,505,1095,0.9188745254750305
657,886,535,850,0.8843025996492299
683,599,559,559,0.7212607129887321
402,573,276,534,0.5467780519470727
539,563,418,528,0.5365184507659437
348,522,222,487,0.547704172033517
541,733,421,698,0.8878543985631615
234,596,117,555,0.53144290202927
621,1146,501,1106,0.9596411254467088
599,827,478,791,0.9064036736878361
326,258,210,219,0.17677298195602129
517,495,399,451,0.4001941572147408
245,1107,123,1063,0.5769481179418547
739,118,619,82,0.504242069183231
716,987,594,949,0.9223891627055493
425,945,307,908,0.9547978862143326
687,803,565,768,0.9451059709408814
264,687,148,652,0.6936987384937576
453,895,334,859,0.9714547375146168
516,459,396,421,0.28168354945708385
329,860,212,824,0.8583335898056229
155,489,31,444,0.2212260370654961
431,1131,314,1091,0.9433406053793796
131,957,5,912,0.7116706486995089
475,654,353,619,0.6080754633042628
486,256,361,214,0.39834759296693306
345,879,229,843,0.8252812873874722
486,915,367,878,0.9441848725822243
365,208,242,172,0.34114689908503376
663,907,542,870,0.9123298584502401
523,971,404,934,0.9402049363099559
403,1016,286,978,0.9405534529910595
508,180,391,145,0.2084037159575156
428,422,305,377,0.3541647475237094
441,780,322,745,0.9355261087337814
443,895,324,859,0.9525428938277068
736,524,619,481,0.5179230583831644
301,866,185,830,0.9641269754774384
323,519,207,484,0.5496742148811854
317,607,191,572,0.64539389988058
431,1075,313,1036,0.9754323369646732
377,276,254,232,0.3103632031513483
633,504,511,469,0.48396765125771374
676,921,555,884,0.9375705024728769
134,785,18,750,0.6120166240780454
433,788,315,753,0.9273084449291131
518,1108,399,1068,0.9204113323500749
573,1111,454,1071,0.8881653592524187
704,958,582,921,0.9533476303194736
574,1129,455,1089,0.9346500820957628
369,919,252,882,0.9077892337354738
283,855,167,820,0.8605788253115569
416,983,298,946,0.8481859120022669
737,82,619,39,0.6404733316601078
408,1047,290,1008,0.9232531278045285
320,970,204,933,0.8755315121666719
515,1097,396,1058,0.9013481226259066
211,940,95,903,0.7003252920717891
571,824,449,789,0.9399507811703361
347,299,225,264,0.45640618122056653
675,962,553,925,0.8837907196092211
471,320,345,278,0.7706001964200917
177,963,53,918,0.5809987909324718
428,199,307,154,0.377678306081098
336,896,219,860,0.9780096786353237
572,994,452,956,0.8908074450114088
273,971,157,934,0.7307876256280388
666,918,545,881,0.9356198151887477
479,447,363,410,0.40832092753164884
416,193,298,148,0.3155324585086806
321,911,205,875,0.9107006852405488
574,848,453,812,0.9794768094148678
556,1138,437,1098,0.9016206389035936
117,929,1,893,0.31387077151721227
475,886,355,850,0.9812686957910056
224,797,108,762,0.8246120490248877
171,583,50,541,0.3950690559555127
424,893,306,857,0.959316060613196
470,237,349,193,0.519300802558891
432,923,314,886,0.8113730902657481
533,470,411,433,0.6377338748190121
691,1071,569,1032,0.9772335871171873
580,726,460,691,0.8840548093776717
252,908,126,873,0.5844140062259447
221,1020,97,985,0.35708136669094304
394,209,268,172,0.43715767636541675
520,329,394,285,0.17797854067422542
650,564,528,529,0.6398947653834053
159,974,33,937,0.7322846591456063
433,771,315,736,0.9484160880553689
355,289,230,250,0.28531066669832184
120,1088,4,1051,0.31724812392039914
503,579,387,543,0.33752022917749774
337,869,220,833,0.8515739986702735
558,616,440,571,0.38213752302396675
345,503,229,468,0.7776569879050188
534,522,418,487,0.6801156282767745
610,748,489,713,0.9070633549087219
229,753,113,718,0.8208519433450218
245,776,129,741,0.9624975346917494
236,1072,114,1037,0.8291151455525534
473,261,353,221,0.494108369257342
179,1008,54,971,0.3097998442465804
648,543,532,508,0.17447281210831975
538,438,419,403,0.5343270206798131
553,728,433,693,0.8804692656203985
457,238,337,197,0.29087511719256476
639,887,518,851,0.9332386045619963
751,1075,629,1036,0.9712668770050652
460,1140,343,1100,0.9540034929919557
538,1083,419,1044,0.9720506651039729
552,438,429,403,0.69391127794246
359,475,241,436,0.6383490911587484
355,953,238,916,0.9339149211433091
