337,1013,220,975,0.9763456625975876
285,836,169,801,0.9721729732679224
290,912,174,876,0.92192806606697
400,793,281,758,0.9794295633747543
519,795,399,760,0.9022647323723978
592,351,474,309,0.34809713776255585
307,509,191,474,0.5545619493866557
644,1073,522,1034,0.9715814283603613
403,457,287,422,0.5760028560681221
577,457,451,416,0.5625718514779005
237,640,118,602,0.34325199624884123
535,422,410,383,0.6092783272020099
493,1038,373,1000,0.8696371402410131
183,827,67,792,0.5653877026261528
623,808,502,773,0.8496887164145651
755,589,632,554,0.8273044836567388
553,426,428,386,0.4207496538462016
625,601,509,566,0.7696130702634082
355,1101,239,1061,0.9581268574410908
629,833,508,797,0.9605091489434864
357,459,235,424,0.2635151710976634
534,1066,415,1027,0.9695046063926225
223,1144,102,1108,0.8455677136698795
621,1042,501,1004,0.9427814448941176
231,815,115,780,0.8926364593906398
416,929,298,892,0.9768412556844384
588,373,472,338,0.3311541575096445
279,612,158,570,0.5654198990187682
522,747,402,712,0.8871061351742772
503,751,383,716,0.899329269425843
413,795,295,760,0.9625714741995388
383,192,261,151,0.6029794499924046
417,237,291,201,0.4137834487410119
456,912,337,875,0.9214776699800008
167,600,48,560,0.504762704729801
493,554,368,514,0.7162647206600433
312,896,195,860,0.9721601263816116
394,920,277,883,0.9593071109639234
508,659,388,624,0.5265041650018204
136,484,16,443,0.3006880825758466
719,611,596,576,0.43013699024589774
427,229,306,192,0.6167852194492971
260,1168,137,1133,0.5771040101378538
207,770,91,735,0.7499396134752185
220,1059,104,1022,0.5544599874899787
260,729,144,694,0.8713713656613938
126,1065,1,1027,0.6777980441553546
399,242,277,207,0.1470358455281803
608,814,487,779,0.9076302719378835
289,1064,173,1022,0.719576434831895
519,820,400,785,0.8909224781305868
435,373,314,336,0.4565312591474229
444,974,326,937,0.9366237338313715
